#Strand_gene_id	ChrName	Strand	Gene_start	Gene_end	Symbol	Entrez_id
MAGEA9B-23-1	chrX	-	148663309	148669125	MAGEA9B	728269
RFXAP-13-1	chr13	+	37393339	37403740	RFXAP	5994
TTC21B-AS1-2-1	chr2	+	166790367	166804831	TTC21B-AS1	100506134
TMEM108-3-1	chr3	+	132757171	133116619	TMEM108	66000
DEFB136-8-1	chr8	-	11831446	11832108	DEFB136	613210
SLC38A6-14-1	chr14	+	61447832	61550451	SLC38A6	145389
CORO1B-11-1	chr11	-	67205518	67211371	CORO1B	57175
ANKMY2-7-1	chr7	-	16639401	16685442	ANKMY2	57037
USP17L12-4-1	chr4	+	9221878	9223470	USP17L12	100287205
CCBL1-9-1	chr9	-	131595392	131644354	KYAT1	883
PREX2-8-1	chr8	+	68864244	69143897	PREX2	80243
LINC01126-2-1	chr2	+	43454350	43455994	LINC01126	100129726
GATA6-AS1-18-1	chr18	-	19746859	19749437	GATA6-AS1	100128893
LINC00221-14-1	chr14	+	106938455	106951529	LINC00221	338005
LAMB2-3-1	chr3	-	49158547	49170599	LAMB2	3913
DEFA10P-8-1	chr8	-	6825663	6826635	DEFA10P	449493
POLR1B-2-1	chr2	+	113299492	113334729	POLR1B	84172
OR6Q1-11-1	chr11	+	57798425	57799378	OR6Q1	219952
MIR520H-19-1	chr19	+	54245766	54245853	MIR520H	574493
EEA1-12-1	chr12	-	93166285	93323107	EEA1	8411
PTPRH-19-1	chr19	-	55692615	55720874	PTPRH	5794
COL12A1-6-1	chr6	-	75794042	75915623	COL12A1	1303
DHX15-4-1	chr4	-	24529087	24586184	DHX15	1665
NARFL-16-1	chr16	-	779753	790997	NARFL	64428
CCZ1-7-1	chr7	+	5938341	5965605	CCZ1	51622
C3ORF17-3-1	chr3	-	112721291	112738555	NEPRO	25871
C17ORF64-17-1	chr17	+	58498574	58508787	C17orf64	124773
COL18A1-AS2-21-1	chr21	-	46827301	46829980	COL18A1-AS2	100874236
LOC100130705-7-1	chr7	+	128506464	128512101	ATP6V1FNB	100130705
FES-15-1	chr15	+	91427665	91439006	FES	2242
OSBPL2-20-1	chr20	+	60813541	60871269	OSBPL2	9885
PTMA-2-1	chr2	+	232573235	232578251	PTMA	5757
DAGLA-11-1	chr11	+	61447905	61514474	DAGLA	747
SLC25A25-9-1	chr9	+	130830479	130871537	SLC25A25	114789
NUP210L-1-1	chr1	-	153965166	154127592	NUP210L	91181
TM6SF1-15-1	chr15	+	83776301	83806111	TM6SF1	53346
MIR944-3-1	chr3	+	189547711	189547798	MIR944	100126340
TNFRSF11A-18-1	chr18	+	59992520	60054943	TNFRSF11A	8792
VPS37C-11-1	chr11	-	60897728	60928916	VPS37C	55048
SPIB-19-1	chr19	+	50922195	50934310	SPIB	6689
NOB1-16-1	chr16	-	69775757	69788871	NOB1	28987
MIR4302-12-1	chr12	-	26026953	26027012	MIR4302	100422897
TMEM82-1-1	chr1	+	16068987	16074292	TMEM82	388595
METTL25-12-1	chr12	+	82752276	82873018	METTL25	84190
MIR3658-1-1	chr1	+	165877158	165877213	MIR3658	100500832
IL7-8-1	chr8	-	79645007	79717758	IL7	3574
OR2A5-7-1	chr7	+	143747495	143748430	OR2A5	393046
NAPEPLD-7-1	chr7	-	102740023	102791081	NAPEPLD	222236
AKR1D1-7-1	chr7	+	137761178	137803050	AKR1D1	6718
ASIC3-7-1	chr7	+	150745379	150749843	ASIC3	9311
MOB3A-19-1	chr19	-	2071031	2096501	MOB3A	126308
SNORD103B-1-1	chr1	-	31421965	31422052	SNORD103B	692235
PLEKHB2-2-1	chr2	+	131862420	131907425	PLEKHB2	55041
SLC39A10-2-1	chr2	+	196477798	196602426	SLC39A10	57181
BRF1-14-1	chr14	-	105675623	105781914	BRF1	2972
CDH20-18-1	chr18	+	59000815	59237123	CDH20	28316
LINC00242-6-1	chr6	-	170188886	170198921	LINC00242	401288
PFKFB2-1-1	chr1	+	207207761	207254368	PFKFB2	5208
MIR4526-18-1	chr18	+	13611113	13611199	MIR4526	100616130
ASAP3-1-1	chr1	-	23755056	23810750	ASAP3	55616
CXXC11-2-1	chr2	+	242811886	242815482	RTP5	285093
C19ORF25-19-1	chr19	-	1473200	1479555	C19orf25	148223
PRAMEF4-1-1	chr1	-	12939033	12946025	PRAMEF4	400735
PPEF1-23-1	chrX	+	18704257	18846039	PPEF1	5475
DMRTC1B-23-1	chrX	+	72064876	72068636	DMRTC1B	728656
GOLGA4-3-1	chr3	+	37284682	37408370	GOLGA4	2803
GNAI3-1-1	chr1	+	110091186	110138465	GNAI3	2773
ZDBF2-2-1	chr2	+	207139523	207179162	ZDBF2	57683
PCDHA5-5-1	chr5	+	140201361	140391929	PCDHA5	56143
RSPO1-1-1	chr1	-	38076821	38100595	RSPO1	284654
SFR1-10-1	chr10	+	105880059	105886143	SFR1	119392
SCNN1A-12-1	chr12	-	6456009	6486896	SCNN1A	6337
LILRB4-19-1	chr19	+	55174271	55181810	LILRB4	11006
PAAF1-11-1	chr11	+	73587744	73638781	PAAF1	80227
MED28-4-1	chr4	+	17616273	17626160	MED28	80306
MIR448-23-1	chrX	+	114058017	114058127	MIR448	554212
TAF1B-2-1	chr2	+	9983571	10074545	TAF1B	9014
MIR1295B-1-1	chr1	+	171070880	171070939	MIR1295B	100847009
PIP5K1B-9-1	chr9	+	71320188	71624092	PIP5K1B	8395
CENPJ-13-1	chr13	-	25456412	25497027	CENPJ	55835
BAIAP2-AS1-17-1	chr17	-	79002933	79008519	BAIAP2-DT	440465
KRT16-17-1	chr17	-	39766030	39769079	KRT16	3868
CREG2-2-1	chr2	-	101964816	102003965	CREG2	200407
ATRIP-3-1	chr3	+	48488114	48509044	ATRIP	84126
SLC5A8-12-1	chr12	-	101549994	101604016	SLC5A8	160728
LOC340515-9-1	chr9	-	93224714	93345028	LINC01501	340515
MIEF2-17-1	chr17	+	18163848	18169095	MIEF2	125170
CHEK1-11-1	chr11	+	125495031	125546150	CHEK1	1111
SYCE1-10-1	chr10	-	135367404	135381795	SYCE1	93426
LRRFIP1-2-1	chr2	+	238536224	238690290	LRRFIP1	9208
AACS-12-1	chr12	+	125549925	125627879	AACS	65985
NFKBIB-19-1	chr19	+	39390340	39399534	NFKBIB	4793
MFI2-AS1-3-1	chr3	+	196729777	196731615	MELTF-AS1	100507057
GLIPR2-9-1	chr9	+	36136533	36163910	GLIPR2	152007
HAUS4-14-1	chr14	-	23415437	23426352	HAUS4	54930
PTRHD1-2-1	chr2	-	25013136	25016251	PTRHD1	391356
GDE1-16-1	chr16	-	19513015	19533450	GDE1	51573
NRSN2-20-1	chr20	+	326789	335512	NRSN2	80023
DEFB115-20-1	chr20	+	29845467	29847435	DEFB115	245929
OPRL1-20-1	chr20	+	62711451	62731996	OPRL1	4987
PDXK-21-1	chr21	+	45138978	45182188	PDXK	8566
FAM205A-9-1	chr9	-	34723050	34729535	FAM205A	259308
OR10X1-1-1	chr1	-	158548709	158549689	OR10X1	128367
MIR5704-3-1	chr3	-	131704699	131704775	MIR5704	100847040
UFC1-1-1	chr1	+	161123534	161128646	UFC1	51506
AMFR-16-1	chr16	-	56395364	56459450	AMFR	267
SNORD55-1-1	chr1	+	45241537	45241610	SNORD55	26811
CD3G-11-1	chr11	+	118215032	118224497	CD3G	917
BOK-AS1-2-1	chr2	-	242483799	242498558	BOK-AS1	100379249
BTN2A1-6-1	chr6	+	26458132	26476849	BTN2A1	11120
MIR3907-7-1	chr7	-	151130575	151130725	MIR3907	100500835
PAPSS1-4-1	chr4	-	108534822	108641419	PAPSS1	9061
C12ORF23-12-1	chr12	+	107347298	107367813	TMEM263	90488
GLTPD1-1-1	chr1	+	1260136	1264276	CPTP	80772
SHMT2-12-1	chr12	+	57623356	57628718	SHMT2	6472
MGAM-7-1	chr7	+	141695676	141806547	MGAM	8972
PLP1-23-1	chrX	+	103031439	103047548	PLP1	5354
WDR93-15-1	chr15	+	90234028	90286869	WDR93	56964
MTAP-9-1	chr9	+	21802635	21941040	MTAP	4507
SOS2-14-1	chr14	-	50583846	50698596	SOS2	6655
TTTY6-24-1	chrY	-	24585740	24587606	TTTY6	84672
RNF223-1-1	chr1	-	1007126	1009687	RNF223	401934
C11ORF70-11-1	chr11	+	101918147	101955291	CFAP300	85016
ZNF594-17-1	chr17	-	5082830	5095178	ZNF594	84622
IFT140-16-1	chr16	-	1560428	1662109	IFT140	9742
OR1K1-9-1	chr9	+	125562402	125563352	OR1K1	392392
NKAIN4-20-1	chr20	-	61872136	61885892	NKAIN4	128414
SPATA12-3-1	chr3	+	57094469	57109460	SPATA12	353324
CROCCP3-1-1	chr1	-	16793931	16819196	CROCCP3	114819
CLIC1-6-1	chr6	-	31698358	31705095	CLIC1	1192
RNF139-8-1	chr8	+	125487008	125500859	RNF139	11236
CBX2-17-1	chr17	+	77751977	77761449	CBX2	84733
LOC100616530-8-1	chr8	+	96281031	96822371	C8ORF37-AS1	100616530
SNORA44-1-1	chr1	-	28906893	28907024	SNORA44	677825
EPB41L4B-9-1	chr9	-	111934254	112083021	EPB41L4B	54566
TRMT10A-4-1	chr4	-	100467864	100485189	TRMT10A	93587
TERF1-8-1	chr8	+	73921097	73959987	TERF1	7013
ARGFX-3-1	chr3	+	121281269	121309469	ARGFX	503582
RNF41-12-1	chr12	-	56596288	56615753	RNF41	10193
MIR99B-19-1	chr19	+	52195865	52195934	MIR99B	407056
PITPNM3-17-1	chr17	-	6354583	6459877	PITPNM3	83394
GK2-4-1	chr4	-	80327507	80329372	GK2	2712
GPER1-7-1	chr7	+	1126443	1133451	GPER1	2852
KIFAP3-1-1	chr1	-	169890461	170043882	KIFAP3	22920
CCDC33-15-1	chr15	+	74528630	74628813	CCDC33	80125
OAT-10-1	chr10	-	126085872	126107545	OAT	4942
LOC100270746-6-1	chr6	-	26987145	26988085	LOC100270746	100270746
CSPP1-8-1	chr8	+	67976588	68108849	CSPP1	79848
E2F3-6-1	chr6	+	20402137	20493945	E2F3	1871
BTBD8-1-1	chr1	+	92545862	92613397	BTBD8	284697
RAB34-17-1	chr17	-	27041299	27045286	RAB34	83871
SPRR2E-1-1	chr1	-	153065611	153067001	SPRR2E	6704
MAGEA11-23-1	chrX	+	148769903	148798928	MAGEA11	4110
CCNT2-2-1	chr2	+	135676363	135716915	CCNT2	905
NDUFB6-9-1	chr9	-	32553524	32573182	NDUFB6	4712
PWP1-12-1	chr12	+	108079590	108106257	PWP1	11137
SNORD110-20-1	chr20	+	2634858	2634932	SNORD110	692213
HLA-F-6-1	chr6	+	29691117	29695073	HLA-F	3134
LINC00662-19-1	chr19	-	28281401	28284848	LINC00662	148189
CNOT6-5-1	chr5	+	179921412	180005358	CNOT6	57472
TMPRSS11A-4-1	chr4	-	68776019	68829232	TMPRSS11A	339967
SMDT1-22-1	chr22	+	42475695	42480288	SMDT1	91689
PRRX1-1-1	chr1	+	170633313	170708541	PRRX1	5396
TARBP1-1-1	chr1	-	234527059	234614863	TARBP1	6894
ANGPTL4-19-1	chr19	+	8429011	8439257	ANGPTL4	51129
ARHGAP33-19-1	chr19	+	36266417	36279724	ARHGAP33	115703
VPS72-1-1	chr1	-	151148776	151162689	VPS72	6944
LINC00617-14-1	chr14	+	96343109	96391908	TUNAR	100507043
NUDC-1-1	chr1	+	27248187	27273362	NUDC	10726
LOC550113-4-1	chr4	+	68919226	68938951	LOC550113	550113
LOC100506844-12-1	chr12	-	58325232	58329947	LOC100506844	100506844
GALNT12-9-1	chr9	+	101569981	101612363	GALNT12	79695
PIP4K2C-12-1	chr12	+	57984942	57997211	PIP4K2C	79837
LINC00035-7-1	chr7	+	73149399	73150330	ABHD11-AS1	171022
SMIM3-5-1	chr5	+	150157508	150176298	SMIM3	85027
SLX4-16-1	chr16	-	3631182	3661585	SLX4	84464
MIR4315-2-17-1	chr17	-	62818148	62818220	MIR4315-2	100422961
DDX60-4-1	chr4	-	169137442	169239958	DDX60	55601
CCDC80-3-1	chr3	-	112323407	112359977	CCDC80	151887
SMCP-1-1	chr1	+	152850798	152857523	SMCP	4184
CIITA-16-1	chr16	+	10971055	11018840	CIITA	4261
LINC00397-13-1	chr13	-	88453298	88462775	LINC00397	101930749
SPANXN2-23-1	chrX	-	142795055	142804516	SPANXN2	494119
AHNAK-11-1	chr11	-	62201014	62314332	AHNAK	79026
LYRM2-6-1	chr6	-	90341943	90348474	LYRM2	57226
ZFP30-19-1	chr19	-	38123386	38148129	ZFP30	22835
STON1-GTF2A1L-2-1	chr2	+	48757064	49003656	STON1-GTF2A1L	286749
NUBPL-14-1	chr14	+	32030591	32330430	NUBPL	80224
LTF-3-1	chr3	-	46477496	46506598	LTF	4057
MIR3945-4-1	chr4	-	185772167	185772264	MIR3945	100500818
IFT74-9-1	chr9	+	26947037	27062931	IFT74	80173
IFT57-3-1	chr3	-	107879659	107941417	IFT57	55081
SCNN1G-16-1	chr16	+	23194040	23228201	SCNN1G	6340
ZKSCAN3-6-1	chr6	+	28317691	28336954	ZKSCAN3	80317
ZNF835-19-1	chr19	-	57173729	57183151	ZNF835	90485
ADAM7-8-1	chr8	+	24298509	24370273	ADAM7	8756
SNORA57-11-1	chr11	+	62432894	62433042	SNORA57	692158
LINC00540-13-1	chr13	+	22784424	22850660	LINC00540	100506622
RWDD1-6-1	chr6	+	116892583	116914438	RWDD1	51389
OR4F3-5-1	chr5	+	180794288	180795226	OR4F3	26683
TRIM59-3-1	chr3	-	160153291	160167626	TRIM59	286827
USP17L30-4-1	chr4	+	9364855	9366447	USP17L30	728419
CRIP2-14-1	chr14	+	105939275	105946507	CRIP2	1397
LOC399715-10-1	chr10	+	6368507	6377938	LOC399715	399715
ACSBG2-19-1	chr19	+	6135654	6193113	ACSBG2	81616
RASSF8-12-1	chr12	+	26111964	26232825	RASSF8	11228
HOOK1-1-1	chr1	+	60280458	60342050	HOOK1	51361
HTRA2-2-1	chr2	+	74756532	74760683	HTRA2	27429
CARD17-11-1	chr11	-	104963196	104972158	CARD17	440068
ALDH3B2-11-1	chr11	-	67429633	67448685	ALDH3B2	222
ZNF354C-5-1	chr5	+	178487607	178510022	ZNF354C	30832
TMEM25-11-1	chr11	+	118401803	118417313	TMEM25	84866
UBXN6-19-1	chr19	-	4445003	4457791	UBXN6	80700
C12ORF80-12-1	chr12	-	52599365	52604639	C12orf80	283403
MIR3529-15-1	chr15	-	89155078	89155155	MIR3529	100616238
RAB3C-5-1	chr5	+	57877950	58155221	RAB3C	115827
STRA8-7-1	chr7	+	134916731	134943244	STRA8	346673
MIR524-19-1	chr19	+	54214256	54214342	MIR524	574478
SNORA71B-20-1	chr20	-	37053843	37053978	SNORA71B	26776
PPIAL4A-1-1	chr1	-	144363462	144364246	PPIAL4A	653505
HSP90AA1-14-1	chr14	-	102547075	102606086	HSP90AA1	3320
SHOC2-10-1	chr10	+	112679301	112773425	SHOC2	8036
LOC653786-16-1	chr16	+	22557019	22588186	OTOAP1	653786
LY86-6-1	chr6	+	6588934	6655216	LY86	9450
ECT2-3-1	chr3	+	172468425	172539264	ECT2	1894
RGS11-16-1	chr16	-	318300	325943	RGS11	8786
CPQ-8-1	chr8	+	97657455	98155731	CPQ	10404
TSPAN31-12-1	chr12	+	58138784	58142026	TSPAN31	6302
C15ORF59-15-1	chr15	-	74027772	74045495	C15orf59	388135
LOC285074-2-1	chr2	-	87257798	87303536	LOC285074	285074
CDH8-16-1	chr16	-	61681169	62070939	CDH8	1006
TPRG1-AS2-3-1	chr3	-	188956475	188958383	TPRG1-AS2	100874027
LOC100129722-9-1	chr9	-	140144671	140147949	STPG3-AS1	100129722
LECT2-5-1	chr5	-	135282600	135290723	LECT2	3950
ZNF205-AS1-16-1	chr16	-	3160461	3165599	ZNF205-AS1	81854
SLC3A2-11-1	chr11	+	62623484	62656355	SLC3A2	6520
LOC101926960-5-1	chr5	-	42155935	42175447	LOC101926960	101926960
SNORD116-4-15-1	chr15	+	25304684	25304781	SNORD116-4	100033416
CETN4P-4-1	chr4	-	123651344	123653613	CETN4P	729338
TXNDC16-14-1	chr14	-	52897308	53019301	TXNDC16	57544
SNORD124-17-1	chr17	-	38183795	38183898	SNORD124	101340251
COQ3-6-1	chr6	-	99817279	99842082	COQ3	51805
ST3GAL2-16-1	chr16	-	70413338	70472991	ST3GAL2	6483
MB-22-1	chr22	-	36002811	36019401	MB	4151
RNF181-2-1	chr2	+	85822391	85824831	RNF181	51255
LRSAM1-9-1	chr9	+	130213765	130265780	LRSAM1	90678
ZNF679-7-1	chr7	+	63688852	63727309	ZNF679	168417
CYP46A1-14-1	chr14	+	100150755	100193638	CYP46A1	10858
XCL2-1-1	chr1	-	168510003	168513235	XCL2	6846
TRIM28-19-1	chr19	+	59055824	59062087	TRIM28	10155
MIR215-1-1	chr1	-	220291195	220291304	MIR215	406997
MECR-1-1	chr1	-	29519385	29557460	MECR	51102
RPS6KA5-14-1	chr14	-	91335086	91526993	RPS6KA5	9252
BSN-AS2-3-1	chr3	-	49586739	49591799	BSN-DT	100132677
PACRGL-4-1	chr4	+	20702036	20729980	PACRGL	133015
SMCR5-17-1	chr17	-	17680000	17682843	SMCR5	140771
MRPL3-3-1	chr3	-	131181045	131221860	MRPL3	11222
MIR5196-19-1	chr19	+	35836416	35836530	MIR5196	100847070
LOC100272217-9-1	chr9	-	133452737	133454881	LOC100272217	100272217
FABP2-4-1	chr4	-	120238405	120243316	FABP2	2169
MIR4426-2-1	chr2	+	55461300	55461985	MIR4426	100616345
ING1-13-1	chr13	+	111364970	111373421	ING1	3621
CREBBP-16-1	chr16	-	3775055	3930121	CREBBP	1387
CCDC63-12-1	chr12	+	111284757	111345339	CCDC63	160762
LINC00462-13-1	chr13	-	49151110	49155037	LINC00462	100129597
MIR205HG-1-1	chr1	+	209602168	209605894	MIR205HG	642587
C21ORF140-21-1	chr21	-	35772410	35773370	C21orf140	101928147
FTX-23-1	chrX	-	73247971	73513409	FTX	100302692
NT5C1A-1-1	chr1	-	40124793	40137710	NT5C1A	84618
POLG2-17-1	chr17	-	62473902	62493184	POLG2	11232
LEFTY2-1-1	chr1	-	226124298	226129083	LEFTY2	7044
LCOR-10-1	chr10	+	98592017	98745585	LCOR	84458
HES2-1-1	chr1	-	6475292	6484724	HES2	54626
MIR3648-21-1	chr21	+	9825832	9826011	MIR3648-1	100500862
ABLIM3-5-1	chr5	+	148521054	148640002	ABLIM3	22885
RRN3P3-16-1	chr16	-	22430867	22449036	RRN3P3	100131998
CD244-1-1	chr1	-	160799950	160832692	CD244	51744
HJURP-2-1	chr2	-	234745347	234763212	HJURP	55355
MIR4322-19-1	chr19	+	10341089	10341161	MIR4322	100422925
KIAA1279-10-1	chr10	+	70748477	70776739	KIF1BP	26128
C19ORF60-19-1	chr19	+	18699495	18703147	REX1BD	55049
GLP2R-17-1	chr17	+	9729152	9794269	GLP2R	9340
DSG2-18-1	chr18	+	29078027	29128814	DSG2	1829
TMEM100-17-1	chr17	-	53796988	53809482	TMEM100	55273
C3ORF30-3-1	chr3	+	118864997	118879674	C3orf30	152405
MNDA-1-1	chr1	+	158801168	158819270	MNDA	4332
EXOC4-7-1	chr7	+	132937823	133750514	EXOC4	60412
LOC145474-14-1	chr14	+	71954578	71956431	LOC145474	145474
MIR1204-8-1	chr8	+	128808208	128808274	MIR1204	100302185
LOC158434-9-1	chr9	-	98868943	98878693	LOC158434	158434
ZNF124-1-1	chr1	-	247285277	247335529	ZNF124	7678
SLC22A7-6-1	chr6	+	43265737	43273276	SLC22A7	10864
PIGH-14-1	chr14	-	68048225	68067017	PIGH	5283
FOXE3-1-1	chr1	+	47881744	47883724	FOXE3	2301
HCN3-1-1	chr1	+	155247218	155259639	HCN3	57657
LHFPL3-AS2-7-1	chr7	-	104535075	104567092	LHFPL3-AS2	723809
PNMAL1-19-1	chr19	-	46969748	46974820	PNMA8A	55228
LINC00379-13-1	chr13	-	91779867	91863952	LINC00379	100874150
RNF5-6-1	chr6	+	32146162	32148570	RNF5	6048
KIF18A-11-1	chr11	-	28042163	28129746	KIF18A	81930
BRMS1L-14-1	chr14	+	36295524	36341169	BRMS1L	84312
FRMD6-AS2-14-1	chr14	-	51921230	52066670	FRMD6-AS2	100874185
MIR4758-20-1	chr20	-	60907543	60907613	MIR4758	100616340
KIAA0753-17-1	chr17	-	6481645	6545066	KIAA0753	9851
TTC19-17-1	chr17	+	15902694	15932723	TTC19	54902
UBTD2-5-1	chr5	-	171636648	171710795	UBTD2	92181
FAM24B-10-1	chr10	-	124608610	124639157	FAM24B	196792
VPS36-13-1	chr13	-	52986737	53024813	VPS36	51028
GOLGA7B-10-1	chr10	+	99609995	99631335	GOLGA7B	401647
GEM-8-1	chr8	-	95261481	95274547	GEM	2669
IFNAR2-21-1	chr21	+	34602231	34636831	IFNAR2	3455
MIR3123-1-1	chr1	+	241295572	241295646	MIR3123	100422856
TMEM147-19-1	chr19	+	36036502	36038429	TMEM147	10430
RAB3GAP1-2-1	chr2	+	135809835	135928280	RAB3GAP1	22930
CLDN4-7-1	chr7	+	73245193	73247015	CLDN4	1364
SNORD114-11-14-1	chr14	+	101434448	101434521	SNORD114-11	767589
RPS15AP10-1-1	chr1	-	46111444	46112357	RPS15AP10	728963
UTP14A-23-1	chrX	+	129040097	129063738	UTP14A	10813
RPL21P28-13-1	chr13	+	27825693	27830699	RPL21P28	100131205
LRRCC1-8-1	chr8	+	86019323	86058315	LRRCC1	85444
GAS2L2-17-1	chr17	-	34071530	34079897	GAS2L2	246176
TAPBPL-12-1	chr12	+	6561177	6571488	TAPBPL	55080
LSM10-1-1	chr1	-	36859031	36863493	LSM10	84967
ZNHIT1-7-1	chr7	+	100860985	100867471	ZNHIT1	10467
TMED3-15-1	chr15	+	79603404	79675802	TMED3	23423
FBXO10-9-1	chr9	-	37510889	37576250	FBXO10	26267
NPM3-10-1	chr10	-	103541082	103543170	NPM3	10360
MYL4-17-1	chr17	+	45266728	45301045	MYL4	4635
EFCAB13-17-1	chr17	+	45401327	45518678	EFCAB13	124989
DFFB-1-1	chr1	+	3773831	3801993	DFFB	1677
ZNF396-18-1	chr18	-	32946661	32957301	ZNF396	252884
GATSL3-22-1	chr22	-	30681106	30685616	CASTOR1	652968
MROH6-8-1	chr8	-	144648362	144654928	MROH6	642475
SCARNA4-1-1	chr1	-	155895749	155895877	SCARNA4	677771
MED13-17-1	chr17	-	60019966	60142643	MED13	9969
FERMT1-20-1	chr20	-	6055492	6104191	FERMT1	55612
MIR4719-16-1	chr16	+	76902833	76902916	MIR4719	100616172
TYW5-2-1	chr2	-	200793634	200820459	TYW5	129450
CARD9-9-1	chr9	-	139258408	139268133	CARD9	64170
HCG8-6-1	chr6	-	29979878	29981699	HCG8	100507399
TTC13-1-1	chr1	-	231041987	231114618	TTC13	79573
EDDM3A-14-1	chr14	+	21214099	21216539	EDDM3A	10876
DDX58-9-1	chr9	-	32455300	32526322	DDX58	23586
RGPD4-AS1-2-1	chr2	-	108439520	108443225	RGPD4-AS1	729121
FCRLB-1-1	chr1	+	161691598	161697933	FCRLB	127943
C1QTNF6-22-1	chr22	-	37576206	37594341	C1QTNF6	114904
RLN3-19-1	chr19	+	14139017	14141783	RLN3	117579
CCL8-17-1	chr17	+	32646066	32648421	CCL8	6355
LOC389895-23-1	chrX	+	139173826	139175070	LOC389895	389895
KIT-4-1	chr4	+	55524095	55606881	KIT	3815
NBPF7-1-1	chr1	-	120377388	120387503	NBPF7	343505
LOC100133445-1-1	chr1	-	2487208	2488450	LOC100133445	100133445
BPIFA3-20-1	chr20	+	31805130	31815612	BPIFA3	128861
GNAZ-22-1	chr22	+	23412669	23467224	GNAZ	2781
LOC115110-1-1	chr1	-	2481359	2488450	TNFRSF14-AS1	115110
FAM91A1-8-1	chr8	+	124780679	124827692	FAM91A1	157769
MUM1L1-23-1	chrX	+	105412298	105452949	MUM1L1	139221
STAU1-20-1	chr20	-	47729876	47804907	STAU1	6780
GOLGA8F-15-1	chr15	+	28623784	28636412	GOLGA8F	100132565
CT45A3-23-1	chrX	+	134874147	134891521	CT45A3	441519
MCAT-22-1	chr22	-	43528212	43539403	MCAT	27349
IPO5-13-1	chr13	+	98605914	98676550	IPO5	3843
CYP39A1-6-1	chr6	-	46517317	46620567	CYP39A1	51302
CIAO1-2-1	chr2	+	96931884	96939917	CIAO1	9391
LOC100131303-16-1	chr16	-	68047339	68049814	DPEP2NB	100131303
USP6-17-1	chr17	+	5031687	5078327	USP6	9098
RPUSD2-15-1	chr15	+	40861492	40866893	RPUSD2	27079
DLL3-19-1	chr19	+	39989557	39999121	DLL3	10683
TMEM178B-7-1	chr7	+	140774032	141180180	TMEM178B	100507421
HSDL1-16-1	chr16	-	84155744	84178800	HSDL1	83693
WDR47-1-1	chr1	-	109512835	109584860	WDR47	22911
MIR376A2-14-1	chr14	+	101506406	101506485	MIR376A2	664615
DNAH7-2-1	chr2	-	196602427	196933536	DNAH7	56171
CCR8-3-1	chr3	+	39371197	39375171	CCR8	1237
LOC285878-7-1	chr7	+	54624663	54639419	VSTM2A-OT1	285878
ABO-9-1	chr9	-	136130563	136150630	ABO	28
MTUS2-13-1	chr13	+	29394485	30080084	MTUS2	23281
POTED-21-1	chr21	+	14982498	15013937	POTED	317754
OR4K17-14-1	chr14	+	20585566	20586597	OR4K17	390436
FLJ32255-5-1	chr5	-	42985501	42993435	FLJ32255	643977
NFKBIE-6-1	chr6	-	44225903	44233525	NFKBIE	4794
TCERG1L-10-1	chr10	-	132890655	133109984	TCERG1L	256536
POP4-19-1	chr19	+	30097170	30108162	POP4	10775
ARL3-10-1	chr10	-	104433484	104474190	ARL3	403
EXT1-8-1	chr8	-	118811602	119124058	EXT1	2131
PGA3-11-1	chr11	+	60970984	60980350	PGA3	643834
SKIV2L-6-1	chr6	+	31926581	31937532	SKIV2L	6499
XKR5-8-1	chr8	-	6666038	6693166	XKR5	389610
FIGNL2-12-1	chr12	-	52211676	52242364	FIGNL2	401720
GALNT13-2-1	chr2	+	154728426	155310489	GALNT13	114805
MAGI1-3-1	chr3	-	65339200	66024511	MAGI1	9223
MIR4261-2-1	chr2	-	10332740	10332797	MIR4261	100422929
HIST1H3D-6-1	chr6	-	26196982	26199521	HIST1H3D	8351
LOC100506639-5-1	chr5	+	43066665	43093660	LOC100506639	100506639
MDK-11-1	chr11	+	46402334	46405387	MDK	4192
NAALADL2-3-1	chr3	+	174577095	175523428	NAALADL2	254827
LOR-1-1	chr1	+	153232179	153234600	LOR	4014
PCGF6-10-1	chr10	-	105062553	105110891	PCGF6	84108
PCNXL4-14-1	chr14	+	60558545	60601532	PCNX4	64430
AOX1-2-1	chr2	+	201450731	201536218	AOX1	316
PROL1-4-1	chr4	+	71263599	71275914	OPRPN	58503
PRCP-11-1	chr11	-	82535409	82612733	PRCP	5547
CPAMD8-19-1	chr19	-	17003762	17137625	CPAMD8	27151
GSTA1-6-1	chr6	-	52656178	52668664	GSTA1	2938
CCT6A-7-1	chr7	+	56119378	56131682	CCT6A	908
MYO5A-15-1	chr15	-	52599480	52821247	MYO5A	4644
PRIM1-12-1	chr12	-	57125364	57146146	PRIM1	5557
SLC35G1-10-1	chr10	+	95653730	95663581	SLC35G1	159371
FBXO34-14-1	chr14	+	55738021	55820329	FBXO34	55030
SLITRK2-23-1	chrX	+	144899347	144907360	SLITRK2	84631
TMEM262-11-1	chr11	-	64855844	64856583	TMEM262	100130348
SIRT7-17-1	chr17	-	79869815	79876058	SIRT7	51547
SLAMF8-1-1	chr1	+	159796440	159807282	SLAMF8	56833
PCDHGA6-5-1	chr5	+	140749811	140892546	PCDHGA6	56109
MIR937-8-1	chr8	-	144895127	144895212	MIR937	100126338
LINC00853-1-1	chr1	+	47644922	47646011	LINC00853	100874253
